date,price,news,risk
17.09.19,5.980874248,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
18.09.19,5.620874248,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
19.09.19,5.605785602,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
20.09.19,6.402914427,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
23.09.19,5.591157954,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
24.09.19,5.53784493,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
25.09.19,5.334935283,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
26.09.19,5.229425318,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
27.09.19,5.324212048,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
30.09.19,5.375072768,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
01.10.19,5.141518856,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
02.10.19,4.890422801,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
03.10.19,4.816833267,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
04.10.19,4.532648753,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
07.10.19,4.528409669,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
08.10.19,4.265474979,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
09.10.19,4.309028986,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
10.10.19,4.885785274,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
11.10.19,6.546301879,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
14.10.19,6.50762396,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
15.10.19,6.910024243,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
16.10.19,7.653152848,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
17.10.19,7.564713177,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
18.10.19,7.360761615,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
21.10.19,7.881256085,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
22.10.19,8.15954922,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
23.10.19,8.111414443,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
24.10.19,8.050954951,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
25.10.19,7.704239622,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
28.10.19,7.697938425,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
29.10.19,7.508783318,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
30.10.19,7.579477405,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
31.10.19,7.537996869,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
01.11.19,7.608487097,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
04.11.19,8.302091933,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
05.11.19,8.293166018,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
06.11.19,8.135333975,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
07.11.19,8.27754275,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
08.11.19,8.14329454,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
11.11.19,8.200748425,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
12.11.19,8.308986549,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
13.11.19,8.09482831,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
14.11.19,8.021879982,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
15.11.19,7.920838953,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
18.11.19,7.954863079,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
19.11.19,8.152150379,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
20.11.19,8.158196328,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
21.11.19,8.167259772,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
22.11.19,8.094817877,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
25.11.19,8.228597141,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
26.11.19,8.12358664,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
27.11.19,8.138747343,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
28.11.19,10.06124204,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
29.11.19,11.04143504,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
02.12.19,10.51414549,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
03.12.19,10.80711424,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
04.12.19,10.3279871,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
05.12.19,10.02405088,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
06.12.19,10.04460587,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
09.12.19,10.58819561,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
10.12.19,10.99189211,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
11.12.19,11.15084489,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
12.12.19,10.96216564,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
13.12.19,11.05597427,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
16.12.19,12.73813041,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
17.12.19,11.84712007,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
18.12.19,11.5720109,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
19.12.19,11.3564743,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
20.12.19,11.24633203,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
23.12.19,11.43194688,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
27.12.19,11.6506257,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
30.12.19,11.43662659,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
02.01.20,11.61430313,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
03.01.20,11.42629955,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
06.01.20,10.97465721,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
07.01.20,11.07499166,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
08.01.20,11.03714871,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
09.01.20,10.94693028,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
10.01.20,10.93255558,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
13.01.20,10.65904311,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
14.01.20,10.59984232,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
15.01.20,10.63954455,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
16.01.20,10.65437401,"Aktien sind volatil und können sich deshalb auch in alle Richtungen bewegen.",Hoch
