date,price,news,risk
06.05.20,96.67129188,"Völlig verallgemeinert tendieren Aktien generell und langfristig nach oben.",Hoch
07.05.20,99.31195663,,Hoch
08.05.20,102.5699939,,Hoch
11.05.20,102.9247028,,Hoch
12.05.20,103.3984644,,Hoch
13.05.20,103.7546014,,Hoch
14.05.20,98.9741602,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
15.05.20,98.0917064,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
18.05.20,100.5653837,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
19.05.20,95.57983106,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
20.05.20,93.29868951,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
21.05.20,92.23950149,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
22.05.20,91.16395282,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
25.05.20,92.45595264,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
26.05.20,93.01676759,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
27.05.20,97.2693484,"Kaufen Sie billig, verkaufen Sie teuer.",Hoch
28.05.20,98.12046958,,Hoch
29.05.20,90.91218455,,Hoch
02.06.20,103.312331,,Hoch
03.06.20,109.1044411,,Hoch
04.06.20,109.5901592,,Hoch
05.06.20,118.7419415,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
08.06.20,127.6023358,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
09.06.20,118.3183513,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
10.06.20,115.7190572,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
11.06.20,96.8526334,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
12.06.20,98.87655554,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
15.06.20,100.599744,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
16.06.20,106.6945915,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
17.06.20,105.6210852,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
18.06.20,103.674809,"Der Aktienhandel kann manchmal wie eine Achterbahnfahrt sein.",Hoch
19.06.20,105.0856706,,Hoch
22.06.20,102.0554913,,Hoch
23.06.20,104.7147658,,Hoch
24.06.20,95.45299051,,Hoch
25.06.20,96.69234709,,Hoch
26.06.20,93.81210126,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
29.06.20,99.39615491,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
30.06.20,95.69608995,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
01.07.20,95.13244235,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
02.07.20,97.91987686,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
03.07.20,99.94942251,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
06.07.20,102.6218054,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
07.07.20,103.4154233,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
08.07.20,100.3224504,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
09.07.20,93.9996554,"Haben Sie sich schon einmal überlegt eine Investmentfirma zu gründen?",Hoch
10.07.20,95.78566001,,Hoch
13.07.20,99.3462139,,Hoch
14.07.20,102.5587026,,Hoch
15.07.20,102.628637,,Hoch
16.07.20,104.7973403,,Hoch
17.07.20,103.0301001,"Fast geschafft - nur noch 40.6 Sekunden.",Hoch
20.07.20,102.0722239,"Fast geschafft - nur noch 39.2 Sekunden.",Hoch
21.07.20,105.4672677,"Fast geschafft - nur noch 37.8 Sekunden.",Hoch
22.07.20,100.1968586,"Fast geschafft - nur noch 36.4 Sekunden.",Hoch
23.07.20,97.84795497,"Fast geschafft - nur noch 34 Sekunden.",Hoch
24.07.20,96.05028324,"Fast geschafft - nur noch 32.6 Sekunden.",Hoch
27.07.20,94.44963306,"Fast geschafft - nur noch 31.2 Sekunden.",Hoch
28.07.20,95.90270433,"Fast geschafft - nur noch 29.8 Sekunden.",Hoch
29.07.20,93.49246608,"Fast geschafft - nur noch 28.4 Sekunden.",Hoch
30.07.20,82.0394166,"Fast geschafft - nur noch 27 Sekunden.",Hoch
31.07.20,73.86977496,,Hoch
03.08.20,74.63802062,,Hoch
04.08.20,80.99398417,,Hoch
05.08.20,84.88911471,,Hoch
06.08.20,82.2102931,,Hoch
07.08.20,80.46687865,"Sie sind auf der Zielgeraden.",Hoch
10.08.20,84.10113166,"Sie sind auf der Zielgeraden.",Hoch
11.08.20,89.05381215,"Sie sind auf der Zielgeraden.",Hoch
12.08.20,91.77367164,"Sie sind auf der Zielgeraden.",Hoch
13.08.20,87.9392697,"Sie sind auf der Zielgeraden.",Hoch
14.08.20,87.38174202,"Sie sind auf der Zielgeraden.",Hoch
17.08.20,85.86410413,"Sie sind auf der Zielgeraden.",Hoch
18.08.20,84.71995567,"Sie sind auf der Zielgeraden.",Hoch
19.08.20,86.34048395,"Sie sind auf der Zielgeraden.",Hoch
20.08.20,81.81525682,"Sie sind auf der Zielgeraden.",Hoch
21.08.20,81.02966496,,Hoch
24.08.20,87.59268721,,Hoch
25.08.20,85.09187111,,Hoch
26.08.20,85.42891033,,Hoch
27.08.20,83.12829236,,Hoch
