date,price,news,risk
14.10.19,99.99893822,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
15.10.19,101.7197891,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
16.10.19,101.3373839,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
17.10.19,100.3978514,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
18.10.19,100.9531008,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
21.10.19,102.1838788,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
22.10.19,103.8938225,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
23.10.19,105.7071339,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
24.10.19,105.7071339,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
25.10.19,104.687692,"Langfristig steigt der Aktienwert deutlich stärker als der Wert von Bargeld.  〰💰️",Niedrig
28.10.19,103.4344832,,Niedrig
29.10.19,103.4344832,,Niedrig
30.10.19,99.60851948,,Niedrig
31.10.19,97.92073271,,Niedrig
01.11.19,99.76720498,,Niedrig
04.11.19,103.8732108,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
05.11.19,106.4280788,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
06.11.19,106.4280788,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
07.11.19,106.6084909,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
08.11.19,106.5182085,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
11.11.19,106.097069,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
12.11.19,108.2586392,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
13.11.19,106.7120872,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
14.11.19,104.0326188,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
15.11.19,106.9752557,"Glauben Sie, dass Sie besser investieren als andere Investoren?  ✊😉",Niedrig
18.11.19,105.1368304,,Niedrig
19.11.19,102.1192629,,Niedrig
20.11.19,103.8563356,,Niedrig
21.11.19,104.0938572,,Niedrig
22.11.19,103.9155125,,Niedrig
25.11.19,104.2718961,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
26.11.19,103.0224183,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
27.11.19,102.2535943,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
28.11.19,100.2798142,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
29.11.19,100.0464357,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
02.12.19,97.94847638,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
03.12.19,96.27636111,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
04.12.19,98.87726622,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
05.12.19,98.00839744,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
06.12.19,100.4304938,"Seien Sie achtsam! Der Zeitpunkt einer Investition ist entscheidend.  🎯🧐",Niedrig
09.12.19,98.50418961,,Niedrig
10.12.19,98.4752858,,Niedrig
11.12.19,98.01289267,,Niedrig
12.12.19,98.67601858,,Niedrig
13.12.19,98.09744328,,Niedrig
16.12.19,98.47241145,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
17.12.19,99.97514524,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
18.12.19,101.2272004,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
19.12.19,100.6998228,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
20.12.19,103.0376016,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
23.12.19,104.0425581,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
27.12.19,104.0128571,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
30.12.19,103.0328645,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
02.01.20,104.5993423,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
03.01.20,105.8798467,"Weiter so - bleiben Sie stark!  💪💎",Niedrig
06.01.20,109.2653653,,Niedrig
07.01.20,108.717593,,Niedrig
08.01.20,107.0784055,,Niedrig
09.01.20,106.4759106,,Niedrig
10.01.20,105.3644397,,Niedrig
13.01.20,104.2588003,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
14.01.20,101.7916641,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
15.01.20,100.9106052,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
16.01.20,102.0510033,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
17.01.20,102.668514,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
20.01.20,101.8131889,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
21.01.20,99.28731716,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
22.01.20,97.40220671,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
23.01.20,97.91923405,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
24.01.20,95.96084937,"Ist 'sicheres' Bargeld vernünftiger als 'riskante' Investments in Aktien?  🦺🤔",Niedrig
27.01.20,92.22618768,,Niedrig
28.01.20,95.43964369,,Niedrig
29.01.20,93.30802568,,Niedrig
30.01.20,88.22181799,,Niedrig
31.01.20,84.20676931,,Niedrig
03.02.20,84.68695998,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
04.02.20,87.01448028,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
05.02.20,89.88875105,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
06.02.20,89.64074407,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
07.02.20,87.98964825,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
10.02.20,86.2993746,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
11.02.20,87.86526346,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
12.02.20,91.21588426,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
13.02.20,88.99584449,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
14.02.20,87.78986446,"Nur noch die letzten Runden konzentriert bleiben. Es ist noch nicht vorbei.  🏎🫰️",Niedrig
17.02.20,89.45038593,,Niedrig
18.02.20,88.0215977,,Niedrig
19.02.20,89.1390727,,Niedrig
20.02.20,88.45338752,,Niedrig
21.02.20,86.02177317,,Niedrig
